ID,V2,V5,V6,DrivingStyle
DR_44884,1721,17750,5,1
DR_7019,1708,12599,6,2
DR_7210,1719,15919,5,1
DR_26506,1756,19772,6,2
DR_58204,2032,23580,5,1
DR_29241,1992,32470,6,3
DR_4535,2140,23558,5,3
DR_55257,1703,19208,5,2
DR_68768,1678,17069,6,3
DR_58563,1707,24947,6,1
DR_61874,2026,15080,4,1
DR_65084,1371,10097,4,3
DR_73760,1740,20760,6,1
DR_45703,609,2456,2,3
DR_46921,1354,6248,5,2
DR_24035,643,2108,2,2
DR_63053,1637,11008,4,2
DR_41723,583,1721,2,2
DR_42638,1712,20121,5,2
DR_52807,1699,26770,6,2
DR_18750,1724,21909,6,1
DR_18700,1710,24132,6,1
DR_33387,522,1615,2,2
DR_62395,568,1555,2,2
DR_37136,1640,13014,4,2
DR_38409,1700,23778,6,1
DR_6607,1956,18349,6,1
DR_60417,1747,24184,6,1
DR_47688,795,1837,3,2
DR_53965,1699,20190,5,2
DR_59413,1674,27733,6,1
DR_34709,1693,32751,6,2
DR_72706,1700,15818,5,1
DR_72204,1134,4552,4,2
DR_46351,647,2136,2,2
DR_43424,620,1940,2,2
DR_19493,1698,18598,4,3
DR_4282,1683,16793,5,2
DR_50424,1668,15400,5,2
DR_49709,630,1391,2,3
DR_35911,659,2147,2,3
DR_50707,1868,20495,6,3
DR_61862,1650,20514,5,3
DR_47602,1688,10522,4,3
DR_54573,1754,25842,6,1
DR_45583,1713,19497,5,2
DR_41995,1688,23048,6,2
DR_37496,1707,13654,6,3
DR_10796,1849,18654,5,3
DR_25210,1816,1528,4,2
DR_54996,1684,12407,5,3
DR_63104,1697,17598,6,3
DR_18929,1722,20247,6,2
DR_69767,1754,24939,6,1
DR_11050,1744,22933,6,1
DR_4688,1985,15719,5,1
DR_21979,1647,7467,5,2
DR_64416,1959,17498,6,1
DR_38104,1768,16810,6,1
DR_59190,1716,18656,6,1
DR_46329,1705,18052,6,1
DR_35414,2013,15682,5,2
DR_74797,1690,13839,5,3
DR_61122,1997,15052,5,2
DR_26818,1690,16341,6,2
DR_62603,2017,14540,5,2
DR_26174,1770,23789,6,1
DR_70035,1600,7209,6,3
DR_74581,1704,11548,6,1
DR_50892,1981,8273,5,2
DR_55861,1720,14297,5,2
DR_6540,1702,12433,5,1
DR_4238,681,2208,2,2
DR_61171,1940,8841,6,2
DR_37359,1968,7699,5,2
DR_71725,1704,14813,5,2
DR_31448,1943,32160,6,1
DR_70639,1673,10240,5,2
DR_15267,1390,7060,6,3
DR_7371,612,2248,2,2
DR_41680,772,2805,2,3
DR_37567,1722,17704,5,1
DR_54071,1703,20356,6,2
DR_55513,993,5808,2,1
DR_53078,654,2826,2,2
DR_65933,1714,25366,6,2
DR_24202,976,1946,4,2
DR_24537,554,1452,2,2
DR_54962,1694,14582,5,2
DR_66670,1314,2914,3,2
DR_10655,617,1622,2,2
DR_11205,745,2334,2,2
DR_45339,1572,11815,4,2
DR_31644,1674,23943,6,2
DR_10416,616,1545,2,2
DR_55880,1718,25126,6,2
DR_73136,660,2616,2,3
DR_48316,654,1819,2,3
DR_31570,1632,10749,5,2
DR_47554,1719,20107,6,2
DR_34701,1744,18203,6,3
DR_58530,1456,10206,5,3
DR_71851,1951,19611,6,2
DR_27058,802,2036,3,3
DR_40933,1702,14134,6,3
DR_37902,528,1429,2,3
DR_6573,1699,12918,6,2
DR_55536,1731,25337,5,3
DR_20655,520,1632,2,2
DR_43336,1618,16369,6,2
DR_67503,1676,15712,6,2
DR_11194,2038,19122,6,1
DR_36255,1712,19384,6,1
DR_58635,2020,20208,6,1
DR_10686,1687,8832,5,2
DR_45682,1712,10400,5,1
DR_41892,1573,8414,6,2
DR_70359,1679,21909,6,2
DR_69832,1610,9213,6,2
DR_27222,1386,13175,6,2
DR_20665,1714,17346,6,2
DR_31501,1719,22630,6,1
DR_51268,1684,25835,6,1
DR_48133,1881,6220,6,3
DR_62518,1711,23920,6,1
DR_73559,1963,13455,4,2
DR_63650,2000,16454,4,2
DR_44529,2063,26820,6,2
DR_29887,1739,22172,6,1
DR_51990,2012,14881,5,1
DR_74497,1329,13280,6,1
DR_69790,1930,14799,4,1
DR_35509,769,671,2,1
DR_64471,957,3420,3,2
DR_56116,1687,12018,6,2
DR_32563,2012,21997,6,3
DR_18770,2069,20227,5,1
DR_19402,1634,5104,4,2
DR_50755,557,1341,2,3
DR_72433,581,2023,2,3
DR_53028,1717,15449,6,2
DR_73646,1702,15807,6,1
DR_45692,1036,11744,3,2
DR_66938,860,4390,2,2
DR_35214,713,6413,2,2
DR_22557,1709,8976,5,1
DR_63418,1737,12560,4,1
DR_23981,574,1909,2,2
DR_61807,1703,14939,5,1
DR_62720,548,1579,2,2
DR_46334,1724,15939,6,2
DR_74843,1697,12544,5,2
DR_69321,1716,26954,6,2
DR_23704,561,1349,2,2
DR_42313,563,2337,2,2
DR_5728,888,5493,2,2
DR_6238,494,1363,2,2
DR_41441,1029,10631,3,3
DR_73778,599,2218,2,2
DR_23914,1284,5157,4,3
DR_36876,1396,13360,5,3
DR_13982,586,2509,2,3
DR_18112,538,1986,2,2
DR_14761,1731,24537,6,1
DR_7202,673,1937,2,3
DR_56378,1699,23109,6,2
DR_23758,557,2003,2,3
DR_69249,1738,19927,6,2
DR_20598,1675,13864,5,3
DR_35194,1676,19895,6,3
DR_54581,545,1249,2,3
DR_70588,1716,12322,5,1
DR_32373,1760,17698,5,2
DR_27643,1965,19864,5,3
DR_41661,1730,19407,6,1
DR_32461,572,1887,2,3
DR_70792,1730,21946,6,2
DR_12437,1783,23934,6,1
DR_49492,1694,22118,6,3
DR_53419,585,1397,2,3
DR_42070,1712,24125,6,1
DR_62250,1980,14263,6,3
DR_47847,1699,11010,6,3
DR_69439,530,1311,2,3
DR_41419,1713,16801,6,2
DR_73053,1979,12142,5,3
DR_63885,2063,14571,5,2
DR_7201,1728,16243,5,2
DR_27472,1670,25255,6,3
DR_68883,2065,20428,6,1
DR_24948,1692,12531,6,2
DR_40730,1710,26810,6,2
DR_24854,2335,26809,6,1
DR_11167,1724,11807,6,1
DR_35602,1676,13472,6,3
DR_21216,1728,19059,6,1
DR_20523,1673,15066,5,1
DR_25280,1746,21417,6,3
DR_53560,455,1047,2,3
DR_52051,640,2069,2,3
DR_17311,1701,18178,6,1
DR_5461,1638,12358,4,3
DR_10820,1690,32118,6,3
DR_4507,1693,9666,6,3
DR_24174,1706,35448,6,2
DR_75068,1722,24930,6,2
DR_42536,549,2414,2,2
DR_47402,564,1350,2,2
DR_64999,1733,23892,6,3
DR_24260,563,1593,2,2
DR_75012,564,1516,2,2
DR_45290,1892,12123,4,1
DR_27519,1670,10129,5,2
DR_68833,545,1415,2,2
DR_66591,588,2207,2,2
DR_16879,927,4880,2,2
DR_63106,554,1347,2,1
DR_23610,591,1566,2,2
DR_44582,541,1977,2,2
DR_13503,947,8284,3,2
DR_15886,937,16028,4,2
DR_38027,649,2005,2,3
DR_30649,1633,10444,5,3
DR_44355,531,1103,2,3
DR_22687,584,1584,2,2
DR_72426,581,1198,2,3
DR_15851,528,1434,2,3
DR_46877,547,1754,2,2
DR_10443,597,1471,2,3
DR_36432,610,1955,2,3
DR_51635,571,1655,2,3
DR_28527,531,1599,2,2
DR_47396,545,1189,2,3
DR_67105,527,1589,2,2
DR_71245,545,1544,2,2
DR_40303,544,1976,2,2
DR_45340,536,1454,2,3
DR_49724,558,1184,2,2
DR_33349,570,1397,2,2
DR_48774,543,1940,2,2
DR_55001,559,2286,2,3
DR_27014,642,2000,2,2
DR_64022,1700,25688,6,1
DR_47883,1000,2529,4,3
DR_64495,1738,10834,6,1
DR_26625,523,904,2,3
DR_14043,547,1477,2,3
DR_41896,2039,21958,6,2
DR_10729,1729,19488,6,2
DR_67429,1698,22154,6,1
DR_33485,547,1919,2,2
DR_17056,1726,12995,6,2
DR_57652,573,1544,2,2
DR_51444,2023,20148,6,1
DR_64255,2034,17035,6,3
DR_68549,952,2333,4,3
DR_27461,1373,12199,6,3
DR_21808,2003,17604,5,1
DR_18269,1967,20480,6,2
DR_49261,2019,14846,5,2
DR_44773,1701,19018,6,1
DR_15776,1945,12457,6,3
DR_67964,1657,10950,6,2
DR_48454,560,1578,2,3
DR_32156,1983,9981,6,2
DR_49688,555,1690,2,2
DR_54239,1670,15974,6,3
DR_15463,625,1591,2,2
DR_63049,745,2008,2,3
DR_68824,540,1713,2,3
DR_37747,1907,18766,5,2
DR_27134,2026,14598,6,2
DR_7143,540,1419,2,3
DR_56483,546,1409,2,3
DR_58083,527,1391,2,2
DR_66606,612,1811,2,1
DR_60095,616,2042,2,2
DR_38665,573,1740,2,2
DR_69572,580,2026,2,2
DR_67071,600,1317,2,2
DR_45184,592,1986,2,2
DR_20802,879,1945,4,2
DR_56353,554,1557,2,2
DR_23967,584,1931,2,2
DR_12024,547,1513,2,2
DR_65408,656,2122,2,3
DR_65097,569,2113,2,3
DR_42041,490,1162,2,2
DR_70892,573,1365,2,3
DR_53411,600,1346,2,3
DR_30474,570,1513,2,3
DR_52936,946,1641,3,3
DR_27965,525,1277,2,3
DR_55655,1116,3209,4,3
DR_33665,553,1188,2,3
DR_72175,585,1711,2,3
DR_15594,1168,3327,4,2
DR_13613,731,2875,2,3
DR_54226,595,1819,2,3
DR_25175,596,1251,2,2
DR_43719,514,1102,2,3
DR_62204,585,1802,2,2
DR_61720,604,1955,2,2
DR_37233,1034,2408,3,2
DR_57065,539,2022,2,3
DR_22385,1726,24950,6,1
DR_50501,541,1401,2,1
DR_46348,566,998,2,3
DR_35163,484,2044,2,2
DR_29172,504,887,2,2
DR_66153,572,1815,2,2
DR_41232,547,1214,2,2
DR_31692,1707,29171,6,1
DR_20921,2102,36509,6,1
DR_12340,1624,14228,4,3
DR_15357,896,871,3,2
DR_64733,521,834,2,3
DR_29217,541,1957,2,2
DR_35330,588,2788,2,2
DR_70837,561,2085,2,2
DR_39977,553,1848,2,2
DR_66781,580,1708,2,2
DR_46320,579,1609,2,2
DR_66412,555,1747,2,1
DR_63551,643,2123,2,2
DR_60267,753,2968,2,2
DR_38587,570,2574,2,2
DR_13034,539,2613,2,3
DR_45886,587,1776,2,3
DR_44013,558,2562,2,3
DR_55617,565,1720,2,3
DR_65969,606,1998,2,2
DR_43490,537,2092,2,2
DR_55888,1708,21531,6,2
DR_73036,550,2275,2,2
DR_68172,546,1876,2,3
DR_52693,645,2665,2,3
DR_46718,539,1841,2,3
DR_16640,1703,11203,5,2
DR_40484,624,2553,2,3
DR_12250,594,2055,2,3
DR_34733,513,1769,2,3
DR_15342,1673,24723,6,2
DR_35418,1710,17245,6,1
DR_67307,1085,13893,3,3
DR_24956,1745,15814,4,2
DR_49875,1695,26961,6,2
DR_73693,1699,31068,5,1
DR_20896,975,4384,4,3
DR_18997,2073,16974,4,2
DR_34602,2089,23098,5,1
DR_20543,2026,21581,6,1
DR_15018,1050,7797,2,2
DR_29096,1092,3493,3,3
DR_28723,636,2779,2,3
DR_24902,511,2130,2,3
DR_73215,699,2254,2,2
DR_35224,1684,13827,4,3
DR_30404,572,1836,2,3
DR_45809,672,5745,2,3
DR_58850,1481,11675,5,2
DR_51911,838,3971,2,2
DR_41645,599,943,2,2
DR_64697,1677,20553,4,2
DR_7451,1765,13629,5,1
DR_21213,1660,14712,5,2
DR_22221,561,1988,2,2
DR_33341,655,2912,2,2
DR_48664,633,2532,2,2
DR_19713,1675,16722,5,2
DR_24126,1757,24346,6,1
DR_11840,1715,26762,6,2
DR_34485,1691,34082,6,2
DR_18443,581,1714,2,2
DR_66685,1048,9505,2,2
DR_39112,699,2387,2,2
DR_26406,579,1843,2,2
DR_69813,611,2303,2,3
DR_58551,750,3261,2,3
DR_62429,1046,3762,3,2
DR_53766,593,1869,2,2
DR_13654,586,2179,2,2
DR_40687,612,2516,2,3
DR_68266,1701,30492,6,1
DR_30502,1642,11506,4,3
DR_44832,619,1958,2,3
DR_26015,1029,3967,4,2
DR_5780,530,2549,2,3
DR_27672,941,2854,4,3
DR_43987,1727,18984,6,3
DR_15460,539,1786,2,2
DR_57718,537,2669,2,3
DR_22886,1712,18324,6,3
DR_50853,1745,30219,6,1
DR_5857,1786,29738,6,1
DR_12557,1708,19219,6,3
DR_49222,1978,30701,7,2
DR_11736,1924,13128,5,3
DR_34725,618,2183,2,3
DR_57558,1701,16157,5,1
DR_49164,1737,28010,6,1
DR_37376,1698,15878,4,2
DR_34994,1728,23821,6,1
DR_35462,1762,17359,4,3
DR_58581,1748,15415,4,1
DR_71017,1701,31724,6,3
DR_28861,2099,24130,6,1
DR_62263,1808,23720,6,3
DR_39189,1718,21302,6,3
DR_25788,1728,23898,6,1
DR_47259,447,2108,2,2
DR_73694,2032,11698,5,1
DR_61821,1980,12624,4,3
DR_30640,1263,3700,6,3
DR_66324,2046,22962,5,1
DR_69307,1934,17619,4,2
DR_6160,540,1541,2,2
DR_66151,1469,4760,5,2
DR_63364,620,1512,2,2
DR_37640,1686,15936,6,2
DR_63422,1681,12492,6,2
DR_55997,2071,14729,5,1
DR_39836,623,1176,2,2
DR_10498,1720,13197,5,1
DR_42600,644,1810,2,2
DR_15037,1678,28344,6,2
DR_58401,617,2089,2,2
DR_17922,892,10318,3,2
DR_69380,1715,29365,6,2
DR_49385,957,603,2,2
DR_68878,1739,12981,4,1
DR_37945,1522,12130,4,2
DR_45869,646,2247,2,2
DR_43065,1698,16137,6,1
DR_74546,728,5243,3,2
DR_4354,969,1995,3,2
DR_64147,1722,15988,5,1
DR_62063,609,2287,2,2
DR_71536,1697,12905,4,2
DR_35179,1696,25490,6,1
DR_58540,1636,5579,4,2
DR_5621,1706,31959,6,2
DR_66843,1602,6983,6,1
DR_17155,532,1517,2,1
DR_53354,1631,15119,4,2
DR_51818,1687,23330,6,2
DR_62473,1706,9531,5,1
DR_33576,488,1214,2,1
DR_74908,1721,18740,5,2
DR_34083,1606,6586,4,3
DR_5738,1705,24205,5,2
DR_22215,1681,10058,5,2
DR_28079,1670,21836,6,2
DR_27981,1990,14282,5,1
DR_26284,1768,18050,6,3
DR_30235,1723,14508,5,2
DR_52188,736,3955,2,2
DR_24456,1672,18163,6,2
DR_66832,1453,6711,6,2
DR_31643,1669,7436,6,2
DR_26787,1747,22398,5,3
DR_11436,1719,17609,6,1
DR_42461,1706,24839,6,2
DR_73162,1681,12948,4,2
DR_64122,1755,18898,6,2
DR_19809,1796,27585,6,1
DR_22046,1991,21263,5,2
DR_15543,1931,14631,6,1
DR_71369,2002,15469,5,2
DR_39407,2010,21100,5,2
DR_15947,594,2091,2,3
DR_62970,2000,17861,5,1
DR_29106,1728,14673,6,1
DR_26860,1728,26845,6,1
DR_72063,1709,14950,5,2
DR_30175,569,2429,2,2
DR_60861,1727,19463,6,2
DR_37259,1713,25289,5,1
DR_17591,1682,13848,5,2
DR_68268,651,2185,2,3
DR_62249,612,2504,2,3
DR_37929,864,3972,2,2
DR_60330,1702,31280,6,1
DR_22905,1680,24784,5,2
DR_13870,1055,11134,2,2
DR_32954,1709,15122,4,3
DR_15583,561,1711,2,3
DR_40017,1724,14618,4,1
DR_35412,1698,12411,4,3
DR_58589,1772,17884,5,1
DR_73255,1746,23279,6,1
DR_64293,582,1294,2,3
DR_10320,864,4462,2,2
DR_57596,1685,23546,5,2
DR_26657,593,1882,2,3
DR_63154,634,2451,2,3
DR_63494,1719,23855,6,2
DR_23974,1705,23906,6,1
DR_22917,666,2892,2,2
DR_66484,1036,12025,2,2
DR_37429,541,1709,2,3
DR_49917,595,1652,2,2
DR_65613,1686,17032,6,2
DR_66825,1714,26868,6,1
DR_41137,1740,20434,6,2
DR_46092,1732,27912,6,1
DR_24410,575,2248,2,2
DR_55326,2038,20125,5,1
DR_66092,1660,16896,6,2
DR_59956,1763,28356,6,1
DR_38977,2021,22814,5,2
DR_19774,1663,21317,6,3
DR_60692,1716,19485,6,2
DR_18100,1438,11463,6,2
DR_22762,1968,19075,5,2
DR_27137,673,4785,2,2
DR_15712,1695,20416,6,2
DR_53689,1715,19838,5,1
DR_29779,530,1880,2,3
DR_46771,572,2123,2,1
DR_47391,1963,17994,5,2
DR_37743,2005,15760,5,2
DR_63679,2018,16680,4,2
DR_44763,2019,20539,5,2
DR_51233,1805,14192,5,2
DR_50857,2051,25362,5,2
DR_57366,459,1569,2,3
DR_14927,1770,24441,6,1
DR_17771,1709,24842,6,2
DR_15187,2027,33119,6,2
DR_61711,1066,16331,3,2
DR_22819,1065,10285,2,3
DR_33857,1355,12380,5,2
DR_16873,2008,21215,5,1
DR_46045,684,1572,2,3
DR_41063,1673,16167,6,3
DR_47899,582,1994,2,3
DR_48459,1039,12637,2,2
DR_47613,1449,14231,6,3
DR_71005,1699,33362,6,3
DR_49909,1022,10480,2,2
DR_52550,1721,17761,6,1
DR_29783,1900,16504,4,1
DR_16889,569,1562,2,3
DR_22873,625,2394,2,3
DR_6586,833,3933,2,2
DR_70557,761,9516,2,2
DR_51080,1963,13174,5,2
DR_35361,714,2370,2,2
DR_23088,1725,18709,6,1
DR_62774,1635,17229,5,2
DR_40127,1026,5511,2,2
DR_55889,1675,9762,5,2
DR_41499,992,2267,3,2
DR_26728,639,2716,2,2
DR_25484,1724,19472,6,2
DR_47246,570,1560,2,2
DR_10975,1738,22425,6,2
DR_43810,1690,16916,5,2
DR_24787,640,1670,2,2
DR_14496,1694,23398,5,2
DR_10475,1514,8736,3,2
DR_70206,1705,8924,4,2
DR_43049,594,1709,2,2
DR_44094,583,1513,2,2
DR_68079,532,2467,2,2
DR_51660,598,1886,2,3
DR_73513,582,2181,2,2
DR_62042,527,1751,2,1
DR_12418,998,3820,4,2
DR_67905,617,1962,2,2
DR_11644,1675,9539,4,3
DR_61671,531,1721,2,3
DR_69076,568,1461,2,3
DR_57628,1681,24143,6,2
DR_68623,807,1883,3,3
DR_36997,2026,23304,6,2
DR_32292,608,1524,2,3
DR_12578,1663,7251,5,3
DR_35151,1736,13165,4,3
DR_14333,1730,18712,6,1
DR_42679,1451,3574,4,3
DR_14002,2043,24564,6,1
DR_56887,1958,18829,6,1
DR_10013,1709,18599,6,3
DR_58928,625,1401,2,3
DR_45304,1416,10334,6,2
DR_33064,1733,19741,6,1
DR_37012,558,1805,2,3
DR_61881,892,1822,4,1
DR_72888,2078,19593,6,3
DR_66000,1752,18025,5,1
DR_63710,1646,6976,5,3
DR_55766,1722,12404,5,3
DR_26794,2043,17841,5,3
DR_28687,1970,11840,5,2
DR_55484,2023,15648,5,1
DR_67241,1497,4796,6,3
DR_70524,1924,7644,5,2
DR_53186,1685,21254,5,2
DR_75253,2018,16824,6,2
DR_46805,1964,11543,5,2
DR_20581,581,1928,2,3
DR_17449,1378,7835,5,3
DR_34899,578,1546,2,3
DR_21032,576,873,2,3
DR_30278,932,2680,2,3
DR_27508,622,2265,2,3
DR_43184,1589,16821,4,2
DR_71563,734,2325,2,2
DR_51555,797,1562,2,2
DR_44472,1756,14171,4,1
DR_61155,1071,6961,2,2
DR_33958,608,1913,2,2
DR_51288,585,1568,2,2
DR_27714,571,1850,2,2
DR_47930,521,1431,2,2
DR_52098,632,1027,2,1
DR_12924,861,4894,2,2
DR_50943,1695,8966,4,2
DR_50594,613,2050,2,2
DR_68075,1721,20181,6,1
DR_64606,570,2367,2,2
DR_30385,567,1244,2,1
DR_60380,603,2030,2,3
DR_71598,560,2262,2,2
DR_55081,617,1608,2,2
DR_53099,613,1741,2,3
DR_17062,546,2371,2,3
DR_51390,559,2088,2,2
DR_42074,530,1685,2,3
DR_33971,547,1736,2,2
DR_11170,557,1932,2,3
DR_56282,554,1974,2,3
DR_10359,532,1729,2,3
DR_19394,521,1517,2,3
DR_65173,548,2389,2,2
DR_22892,517,1907,2,3
DR_38216,553,1804,2,3
DR_58175,559,2093,2,3
DR_31809,560,1908,2,2
DR_19711,561,2171,2,3
DR_16326,618,2794,2,3
DR_53108,594,1539,2,3
DR_60521,548,2102,2,3
DR_30613,590,2498,2,3
DR_24162,1134,2434,4,2
DR_22147,653,2733,2,3
DR_11224,2021,20068,5,1
DR_29837,554,2299,2,3
DR_7501,995,2445,3,3
DR_24379,1729,20344,6,1
DR_67149,1690,23011,6,3
DR_49822,2012,21627,5,1
DR_5128,1475,4977,6,3
DR_6930,781,3335,2,2
DR_6908,1686,29190,6,3
DR_12406,1696,29391,6,1
DR_57340,1471,16004,6,2
DR_53878,554,1674,2,3
DR_19102,2008,19503,5,1
DR_36060,1712,15999,6,1
DR_67373,2009,19467,5,3
DR_45366,1974,17230,6,1
DR_18608,1636,13192,5,2
DR_46620,639,2236,2,2
DR_34558,673,3827,2,3
DR_73337,577,2133,2,2
DR_27702,1698,17867,4,3
DR_49121,528,1662,2,2
DR_46537,526,1414,2,2
DR_20041,538,515,2,2
DR_36736,1580,9099,5,2
DR_18271,574,1850,2,1
DR_72952,646,2157,2,2
DR_18021,550,1787,2,2
DR_64962,545,1415,2,2
DR_68249,909,3387,3,2
DR_73397,597,2041,2,2
DR_23713,568,1903,2,2
DR_65305,577,2202,2,2
DR_12438,553,1791,2,2
DR_31169,548,2431,2,2
DR_63206,543,1789,2,2
DR_38280,577,2607,2,2
DR_64566,580,2682,2,1
DR_4659,605,2617,2,2
DR_44965,555,2553,2,2
DR_22327,582,1852,2,3
DR_14740,553,1951,2,3
DR_17671,610,2180,2,3
DR_63971,561,2205,2,3
DR_24695,556,1905,2,2
DR_20254,1677,15400,5,3
DR_42483,837,1369,3,3
DR_34607,602,1988,2,3
DR_36390,612,2555,2,2
DR_20525,869,3544,3,2
DR_57883,627,150,2,3
DR_38824,626,3099,2,3
DR_4439,602,2977,2,2
DR_25739,574,3508,2,3
DR_64528,594,2319,2,3
DR_4382,593,2156,2,3
DR_39277,622,2430,2,2
DR_36637,621,2497,2,3
DR_49178,582,1819,2,3
DR_14314,895,3249,4,3
DR_41652,623,2285,2,2
DR_14959,563,3632,2,2
DR_14218,653,4236,2,3
DR_49785,557,2103,2,2
DR_34101,505,2163,2,2
DR_55036,533,2224,2,2
DR_67776,462,784,2,3
DR_43891,604,3230,2,2
DR_28255,573,2160,2,3
DR_11819,589,2779,2,2
DR_24577,594,2082,2,3
DR_61990,583,2097,2,2
DR_4872,586,2685,2,2
DR_33922,980,5778,4,2
DR_20424,544,2063,2,2
DR_50207,700,2947,2,2
DR_55822,542,1657,2,2
DR_58429,939,10295,3,3
DR_49988,610,1981,2,3
DR_56831,523,2069,2,2
DR_17568,557,1354,2,1
DR_33718,556,1836,2,3
DR_36015,498,1809,2,3
DR_52901,1400,13261,5,2
DR_28287,547,2992,3,2
DR_54043,651,2151,2,1
DR_44797,775,693,3,2
DR_67818,555,1954,2,2
DR_65975,588,1932,2,2
DR_7341,560,2186,2,2
DR_24909,547,1611,2,2
DR_43641,667,2454,2,2
DR_74748,506,1427,2,1
DR_47160,572,2339,2,2
DR_53401,568,2077,2,2
DR_42977,594,2226,2,2
DR_26009,575,1942,2,2
DR_4430,566,1547,2,2
DR_32475,531,2019,2,2
DR_47861,559,2091,2,3
DR_55826,548,1780,2,2
DR_36572,551,1855,2,1
DR_39854,524,1489,2,3
DR_40513,542,1442,2,3
DR_30517,560,2093,2,3
DR_72035,588,1595,2,2
DR_4431,535,1602,2,3
DR_62349,570,1875,2,2
DR_46086,589,2125,2,3
DR_67066,544,1786,2,3
DR_4159,549,1631,2,2
DR_65632,607,1867,2,3
DR_61332,530,1739,2,2
DR_4645,496,1351,2,3
DR_39502,579,2431,2,2
DR_55191,1665,29324,6,3
DR_18743,514,1235,2,2
DR_11362,592,1500,2,3
DR_37164,1706,25171,6,2
DR_65071,1352,6891,5,2
DR_39509,583,1390,2,2
DR_12101,541,1970,2,2
DR_65542,1719,19450,6,3
DR_5533,1718,25902,6,2
DR_63179,1412,7782,6,3
DR_67096,1012,2017,3,2
DR_23583,1344,10234,6,3
DR_38611,1748,20973,6,1
DR_59358,588,2495,2,3
DR_29667,1714,27596,6,1
DR_17485,579,1437,2,3
DR_5226,1785,11045,4,2
DR_54144,2033,27648,6,1
DR_72957,2049,22775,6,2
DR_10934,695,7822,3,2
DR_71307,2042,17932,5,2
DR_22887,2075,25217,6,1
DR_4743,703,2067,2,3
DR_21375,911,2848,3,2
DR_71225,2107,21975,6,1
DR_73106,624,2811,2,3
DR_47993,640,2142,2,3
DR_11552,676,4578,2,3
DR_5869,568,1810,2,2
DR_60266,892,11233,3,2
DR_33238,1260,6281,2,2
DR_45647,545,1477,2,2
DR_73599,1692,22479,5,2
DR_13023,1809,17581,5,2
DR_16232,640,2693,2,2
DR_41155,550,1394,2,2
DR_22676,854,4081,2,2
DR_66234,1027,6912,2,1
DR_28778,520,1611,2,2
DR_32352,1710,15254,4,2
DR_63147,935,2413,4,2
DR_48926,1624,10763,5,2
DR_53929,1683,20177,5,2
DR_12987,1741,21930,6,2
DR_52225,597,1940,2,2
DR_60258,544,1580,2,3
DR_12422,568,2193,2,3
DR_18698,1695,18053,6,3
DR_46037,1693,9715,4,3
DR_7246,609,1422,2,3
DR_54710,1748,13844,4,2
DR_16838,1689,9749,5,2
DR_18816,1703,10578,4,2
DR_10607,548,2107,2,2
DR_58198,570,1566,2,3
DR_56471,962,1762,3,3
DR_50341,1705,23475,6,3
DR_53633,1705,16255,5,3
DR_18492,1699,16498,5,2
DR_38344,2013,17293,5,3
DR_54671,1727,14591,6,1
DR_63157,2017,20330,5,3
DR_25522,1705,14888,6,1
DR_5098,1771,20261,6,2
DR_51543,2001,18592,5,1
DR_12158,1591,8743,5,2
DR_59899,1711,19701,6,1
DR_52935,1005,7573,2,3
DR_35894,2029,25066,6,3
DR_53187,1698,20491,6,1
DR_47858,1729,13695,6,1
DR_17310,1117,9082,2,3
DR_12681,1714,18710,4,1
DR_36719,539,2191,2,2
DR_65844,1704,24366,6,2
DR_41454,1966,13801,6,1
DR_6972,2018,15522,6,2
DR_14400,1713,19569,5,1
DR_37433,1964,21479,6,2
DR_36157,1932,13085,5,1
DR_38311,1712,24058,6,2
DR_72880,2031,16582,5,3
DR_14140,1882,7133,5,2
DR_72564,1693,20488,6,3
DR_33044,2126,19634,5,1
DR_74836,2033,22304,6,2
DR_64647,589,2343,2,2
DR_35202,2022,18384,6,2
DR_32535,498,1323,2,3
DR_10427,1615,19804,6,3
DR_48742,946,2133,4,2
DR_13203,617,2071,2,3
DR_39402,581,1825,2,3
DR_62594,705,2328,2,2
DR_53168,561,1802,2,3
DR_46124,1078,2914,4,3
DR_42879,716,2833,2,1
DR_46878,1107,2798,3,1
DR_52676,710,2340,2,2
DR_11682,967,11118,2,2
DR_66951,1737,11856,4,1
DR_31438,1020,2534,4,1
DR_73189,1070,13406,3,2
DR_19954,601,1918,2,2
DR_5876,586,1724,2,1
DR_50911,574,2091,2,2
DR_16863,1699,17433,5,1
DR_46282,1030,6495,2,2
DR_11114,583,1675,2,1
DR_52568,650,2405,2,2
DR_28037,1678,15353,4,2
DR_23001,1723,18647,6,2
DR_20920,993,6285,2,2
DR_13841,1705,19887,5,1
DR_6671,1699,14205,6,2
DR_38227,897,2540,3,1
DR_13291,847,3859,2,3
DR_72889,986,8269,2,2
DR_20704,546,1565,2,2
DR_63419,614,2191,2,3
DR_36056,1671,24212,6,2
DR_41414,609,2199,2,3
DR_41583,621,2090,2,3
DR_60349,1678,13456,5,3
DR_17084,1043,9552,2,2
DR_31258,1671,21944,5,2
DR_13465,798,17793,3,3
DR_44713,1659,13376,6,3
DR_59006,1775,17102,6,2
DR_56922,1637,9083,5,3
DR_4984,601,2070,2,3
DR_25888,1698,25041,6,3
DR_68611,1737,28622,6,3
DR_72280,760,3660,3,2
DR_14983,1777,18651,4,1
DR_4426,629,2208,2,2
DR_74401,1706,21757,6,3
DR_72171,1698,20217,6,2
